id	class	member	line	item	detail
171	C10-PROVED-WITHOUT-REGISTER	mc	1262	Law versus extent, and what E measures	Proved — M §12.11.3, §12.11.3.1, §12.11.5; Racah 1943; Slater 1929; Moore 1910.
172	C6-NUMBERS-NOT-IN-SOURCE	mc	1272	An index whose one prediction is false	3 of 10: 4, 8, 114 | sources §12.11.6 §17.4 §31.3.4 R
173	C10-PROVED-WITHOUT-REGISTER	mc	1272	An index whose one prediction is false	Proved — M §12.11.6; Wigner 1927; Dirac 1927; Moore 1910.
174	C6-NUMBERS-NOT-IN-SOURCE	mc	1292	The arrow is a property of the assumption	3 of 13: 5,165, 7,160, 9,845, | sources §12.11.0.1 §12.11.0.2 §17.4 §7.4 R
175	C10-PROVED-WITHOUT-REGISTER	mc	1302	The arrows decay with distance	Proved — M §12.11.0.7; Markov 1906; Pinsker 1964; Cover & Thomas 1991; Lauritzen 1996; Freuder 1982.
176	C6-NUMBERS-NOT-IN-SOURCE	mc	1312	Past, present and future	4 of 29: 1, 2, 3, 540 | sources §10.2 §12.11.0.8 §12.6.1 §7.4 R
177	C10-PROVED-WITHOUT-REGISTER	mc	1312	Past, present and future	Proved — M §12.11.0.8; Markov 1906; Lauritzen 1996; Harary & Schwenk 1973.
178	C6-NUMBERS-NOT-IN-SOURCE	mc	1322	Exactness proves the three parts are not a triangle	1 of 9: 976 | sources §12.11.0.8 §18.4 §36.3 §7.4 R316
179	C10-PROVED-WITHOUT-REGISTER	mc	1332	Two indices, and the one that does not exist	Proved — M §12.11.0.9; Brandt 1927; Birkhoff 1940; Dedekind 1900.
180	C6-NUMBERS-NOT-IN-SOURCE	mc	1342	Every stage of the tower in one table	20 of 32: 0, 1, 3, 9, 10, 11, 12, 13, 1,561, 1,654, 2,535, 6,912, 13,585, 27,648, 70,905, 110,592, 199,130, 663,552, 5,308,416, 47 | sources §11.1.1 §12.11.0.10 §7.4 R
181	C6-NUMBERS-NOT-IN-SOURCE	mc	1352	The fourteenth axis, and the tower's last stage	8 of 27: 3, 7, 0.047 0.333 0.031146 0.283507 0.302400 0.416801 | sources §12.11.0.11 §12.11.5 §12.11.6 §17.1 §18.4 R
182	C10-PROVED-WITHOUT-REGISTER	mc	1352	The fourteenth axis, and the tower's last stage	Proved — M §12.11.0.11, §17.1, §18.4.1; Weierstrass 1860s; Birkhoff 1937; Baker & Pixley 1975; Condon & Shortley 1935; C
183	C6-NUMBERS-NOT-IN-SOURCE	mc	1362	How Λ enters a larger index	1 of 14: 185, | sources §12.11.0.12 §22.1 §7.4 R
184	C6-NUMBERS-NOT-IN-SOURCE	mc	1372	Which selection rules a closed index will accept	6 of 18: 3, 38, 624 135, 750, 2,664 | sources §12.11.2 §12.11.8 §17.3 §7.4 R1792
185	C6-NUMBERS-NOT-IN-SOURCE	mc	1381	The electromagnetic index is a quotient, not an extension	2 of 9: 3, 235 | sources §12.11.8 §17.1 §7.4 R
186	C10-PROVED-WITHOUT-REGISTER	mc	1381	The electromagnetic index is a quotient, not an extension	Proved — M §12.11.8, §17.1; Noether 1918; Wigner 1927; Shannon 1948.
187	C6-NUMBERS-NOT-IN-SOURCE	mc	1391	Four coupling schemes price four routes to one object	6 of 21: 3, 438 199,130, 206,520, 341,150, 431,050, | sources §12.11.4 §12.11.8 §7.4 R
188	C10-PROVED-WITHOUT-REGISTER	mc	1391	Four coupling schemes price four routes to one object	Proved — M §12.11.8, §12.11.4; Racah 1942; Cowan & Andrew 1965.
189	C6-NUMBERS-NOT-IN-SOURCE	mc	1401	Adjunction never repairs a closed index	4 of 8: 1, 3, 3,900 3,900, | sources §17.2 §7.4 R
190	C10-PROVED-WITHOUT-REGISTER	mc	1401	Adjunction never repairs a closed index	Proved — M §17.2; Birkhoff 1940.
191	C6-NUMBERS-NOT-IN-SOURCE	mc	1422	The implication circuit	3 of 7: 5, 713 723 | sources §11.1.1 §8.3 R
192	C10-PROVED-WITHOUT-REGISTER	mc	1422	The implication circuit	Proved — M §11.1.1; Birkhoff 1937; Shannon 1938.
193	C6-NUMBERS-NOT-IN-SOURCE	mc	1432	Sublattice of a product	3 of 4: 1, 2, 475,800 | sources §7.3 R
194	C10-PROVED-WITHOUT-REGISTER	mc	1432	Sublattice of a product	Proved — M §7.3; Birkhoff 1940.
195	C6-NUMBERS-NOT-IN-SOURCE	mc	1442	The language combinations	2 of 17: 121 6,2 | sources §10 §11.1 §11.1.1 §11.2 §11.8 §7.3 §7.4 § R
196	C6-NUMBERS-NOT-IN-SOURCE	mc	1451	The languages are one statement, and E is what translation costs	5 of 17: 3, 976, 199,130, 206,520, 341,150, | sources §11.2 §12.11.8 §18.4.1 §21.1 §6.2 §7.4 R
197	C10-PROVED-WITHOUT-REGISTER	mc	1451	The languages are one statement, and E is what translation costs	Proved — M §21.1, §18.4.1; Birkhoff 1940.
198	C6-NUMBERS-NOT-IN-SOURCE	mc	1462	The definition of Λ	3 of 6: 1, 2, 3,3,1,3,1 | sources §10.2 §7 §7.1 §7.4 R
199	C11-R-FORM-INCOMPLETE	mc	1462	The definition of Λ	missing: grade | first lines: **Λ = { (n,ℓ,k,q,e,f,g,2S) ∈ ℤ⁸ : node c / *caps stated; figures at other caps must / Definitional — M §7; Bohr 1913; Pauli 19
200	C6-NUMBERS-NOT-IN-SOURCE	mc	1472	Order dimension (Dushnik–Miller)	13 of 15: 7, 161 166 600 610 1143 1,0,1,0,1,0,0,1 1,0,1,0,2,1,0,0 1,0,1,0,3,0,0,0 1,0,1,1,1,0,0,0 1,0,2,0,1,0,0,0 2,1,1,0,1,0,0,0  | sources §8.6 R409 R1143
201	C6-NUMBERS-NOT-IN-SOURCE	mc	1482	Birkhoff / product of chains	1 of 4: 3, | sources §7.3 §8.1 R
202	C10-PROVED-WITHOUT-REGISTER	mc	1482	Birkhoff / product of chains	Proved — M §8.1; Birkhoff 1937.
203	C6-NUMBERS-NOT-IN-SOURCE	mc	1492	Why a closed expression exists	2 of 12: 1175 979,300 | sources §10.4 §11.4 §11.7 §36 §7.3 §7.4 §8.5 R1175
204	C6-NUMBERS-NOT-IN-SOURCE	mc	1502	The lattice metric	4 of 6: 0, 1, 173 184 | sources §9.2 R
205	C10-PROVED-WITHOUT-REGISTER	mc	1502	The lattice metric	Proved — M §9.2; Monjardet 1981.
206	C6-NUMBERS-NOT-IN-SOURCE	mc	1512	Möbius function of a distributive lattice	4 of 7: 7, 340 368 1,0, | sources §8.3 §9 §9.3 R
207	C10-PROVED-WITHOUT-REGISTER	mc	1512	Möbius function of a distributive lattice	Proved — M §9.3; Rota 1964.
208	C10-PROVED-WITHOUT-REGISTER	mc	1522	Modularity (equality, not submodularity)	Proved — M §8.2; Dedekind 1900; Birkhoff 1940.
209	C6-NUMBERS-NOT-IN-SOURCE	mc	1532	The interval measure	2 of 4: 173 184 | sources §9 §9.2 R
210	C10-PROVED-WITHOUT-REGISTER	mc	1532	The interval measure	Proved — M §9.2; Monjardet 1981.
211	C6-NUMBERS-NOT-IN-SOURCE	mc	1542	Distinct-prime-counting function	1 of 5: 1,0,1,0,1,0,0,0 | sources §8.6 §9 §9.1 R
212	C10-PROVED-WITHOUT-REGISTER	mc	1542	Distinct-prime-counting function	Proved — M §9.1; Birkhoff 1937.
213	C10-PROVED-WITHOUT-REGISTER	mc	1552	Palindromic rank polynomial ⟺ self-dual	Proved — M §11.8; Stanley 1986.
214	C10-PROVED-WITHOUT-REGISTER	mc	1562	Join-prime and meet-prime	Proved — M §16.8.5; Birkhoff 1937; Gratzer 1978.
215	C6a-ENTRY-NO-SOURCE-POINTER	mc	1582	The index against the real subshells	no § or Register pointer in entry
216	C6-NUMBERS-NOT-IN-SOURCE	mc	1592	The rank skew	1 of 5: 11.0666 | sources §8.4 R
217	C6-NUMBERS-NOT-IN-SOURCE	mc	1602	The Sperner property	21 of 28: 3, 4, 5, 10, 11, 15, 168 184 21, 34, 37, 57, 59, 79, 87, 100, 108, 115, 121, 122, 3,1,3,3,3,1,3,3 | sources §8.4 R
218	C10-PROVED-WITHOUT-REGISTER	mc	1602	The Sperner property	Proved — M §8.4; Sperner 1928; Dilworth 1950; Stanley 1980.
219	C6-NUMBERS-NOT-IN-SOURCE	mc	1612	The detachable leaf	2 of 11: 2, 3, | sources §10.4 §11.1 §11.4 §11.6 §7.4 §8.5 R
220	C10-PROVED-WITHOUT-REGISTER	mc	1612	The detachable leaf	Proved — M §11.6; Euler 1748; Lauritzen 1996.
221	C10-PROVED-WITHOUT-REGISTER	mc	1622	The interval-removal step	Proved — M §16.8.5; Birkhoff 1937; Gratzer 1978.
222	C10-PROVED-WITHOUT-REGISTER	mc	1632	The membership function is total	Proved — M §16.5; Birkhoff 1940.
223	C11-R-FORM-INCOMPLETE	mc	1652	The void	missing: grade | first lines: **void(x,y) = ∏_i(|Δ_i|+1) − |[x∧y, x∨y] / *none* / Definitional — M §10; Rota 1964.
224	C6-NUMBERS-NOT-IN-SOURCE	mc	1662	The void-free fraction	23 of 33: 1, 1.33 1.66 0.319 0.599 1.000 20.13 28.35 69.95 98.06 0.9999 1.0000 1.0022 1.0101 1.0125 1.0522 1.0838 1.0854 1.1212 1. | sources §10 §10.2 §10.3 §8.5 R
225	C10-PROVED-WITHOUT-REGISTER	mc	1662	The void-free fraction	Proved — M §10.2, §10.3; Rota 1964; Lauritzen 1996.
226	C6-NUMBERS-NOT-IN-SOURCE	mc	1674	Racah 1943 seniority	2 of 4: 367 382 | sources §12.11.1 R
227	C11-R-FORM-INCOMPLETE	mc	1674	Racah 1943 seniority	missing: grade | first lines: **2S′ ≤ v ≤ g, v ≡ g (mod 2)** / *Racah seniority for ℓ^N* / Cited — M §12.11.1 / T A14; Racah 1943.
228	C6-NUMBERS-NOT-IN-SOURCE	mc	1684	The parent bound	2 of 5: 438 462, | sources §12.11.1 R
229	C6-NUMBERS-NOT-IN-SOURCE	mc	1694	The recoupling bound	2 of 3: 438 462 | sources §12.11.1 R
230	C11-R-FORM-INCOMPLETE	mc	1694	The recoupling bound	missing: grade | first lines: **loose: 2K ≤ 2J_c + 2f_max (one parent) / *jK pair coupling* / Cited — M §12.11.1 / T A16; Wigner 1931;
231	C11-R-FORM-INCOMPLETE	mc	1704	The spin-half bound	missing: grade | first lines: **|2J − 2K| ≤ 1** / *outer electron carries spin ½* / Cited — M §12.11.1 / T A17; Condon & Sho
232	C6-NUMBERS-NOT-IN-SOURCE	mc	1714	The seniority floor	2 of 3: 367 382 | sources §12.10.1 R
233	C11-R-FORM-INCOMPLETE	mc	1714	The seniority floor	missing: grade | first lines: **2S′ ≤ g** / *vector coupling on the target* / Cited — M §12.10.1; Racah 1943.
234	C6-NUMBERS-NOT-IN-SOURCE	mc	1724	The admissible Pauli cut	4 of 6: 2.2 31, 367 382 | sources §12.11.1 R
235	C6-NUMBERS-NOT-IN-SOURCE	mc	1734	The axis density	1 of 8: 1931, | sources §12.11.1 R
236	C6-NUMBERS-NOT-IN-SOURCE	mc	1776	Parastatistics	4 of 5: 2.1 270 273 1,2,3 | sources §14.4 R
237	C6a-ENTRY-NO-SOURCE-POINTER	mc	1786	The bounds against real terms	no § or Register pointer in entry
238	C6-NUMBERS-NOT-IN-SOURCE	mc	1796	The four coupling schemes	8 of 11: 1010 199,130 206,520 244,060 341,150 160,380, 206,520, 431,050, | sources § R1010
239	C6-NUMBERS-NOT-IN-SOURCE	mc	1808	Constraint tightness as a count	3 of 4: 109 243 271 | sources §14.5.9 R
240	C6-NUMBERS-NOT-IN-SOURCE	mc	1818	The tower	1 of 16: 1942, | sources §12.11.0.10 §12.11.5 §7.4 R541 R1399 R1788
241	C6-NUMBERS-NOT-IN-SOURCE	mc	1830	The tree or the tightness	3 of 4: 2.4 22,275 35,570 | sources §12.11.5 R
242	C6-NUMBERS-NOT-IN-SOURCE	mc	1852	The price of a layout	1 of 2: 16, | sources §6.1.1 R
243	C6-NUMBERS-NOT-IN-SOURCE	mc	1862	The nuclide chart's defect	5 of 14: 0,0 45, 118, 3558 030003, | sources §6.2 R1550
244	C6-NUMBERS-NOT-IN-SOURCE	mc	1874	The thirty-six decomposed	3 of 5: 11, 405 406 | sources §6.1.1 R
245	C11-R-FORM-INCOMPLETE	mc	1886	The price V — the bracket's width against its error	missing: grade | first lines: **V = w/e where w = |T(n+1)−T(n−1)|, e = / *three consecutive members* / Definitional — M §21.1; Milne-Thomson 19
246	C6-NUMBERS-NOT-IN-SOURCE	mc	1896	The four-thirds law	1 of 2: 2, | sources §21.1 R
247	C10-PROVED-WITHOUT-REGISTER	mc	1906	The exact price	Proved — M §21.4; Rydberg 1890.
248	C11-R-FORM-INCOMPLETE	mc	1916	The five-sigma admissibility threshold — where the bracket may be applied at all	missing: grade | first lines: **r = 2Z²R/(ν³σ) ≥ 5** / *levels separated by more than 5σ* / Definitional — M §22.5; Gauss 1809.
249	C6-NUMBERS-NOT-IN-SOURCE	mc	1926	Aitken Δ² / Seki Kōwa	3 of 4: 3, 289 305 | sources §24.6 R
250	C10-PROVED-WITHOUT-REGISTER	mc	1926	Aitken Δ² / Seki Kōwa	Proved — M §24.6; Aitken 1926.
251	C6-NUMBERS-NOT-IN-SOURCE	mc	1936	Monotone interpolation bracket	2 of 4: 830 797, | sources §20.1 R797
252	C10-PROVED-WITHOUT-REGISTER	mc	1948	The assembly rule — a composite observable's scaling exponent is 2a + 3b	Proved — M §24.1; Bohr 1913; Bethe & Salpeter 1957.
253	C6-NUMBERS-NOT-IN-SOURCE	mc	1958	When the bracket fails	2 of 5: 3, 832 | sources §23.3 R832
254	C6-NUMBERS-NOT-IN-SOURCE	mc	1970	The floor at two	3 of 4: 175 193 14.1 | sources §21.2 R
255	C10-PROVED-WITHOUT-REGISTER	mc	1970	The floor at two	Proved — M §21.2 Prop 14.1; Jensen 1906.
256	C6-NUMBERS-NOT-IN-SOURCE	mc	1980	The Rydberg floor	1 of 2: 2.909 | sources §21.2 R
257	C6-NUMBERS-NOT-IN-SOURCE	mc	2000	The optimal step	3 of 4: 121 126 1010 | sources §21.5.3 R1010
258	C10-PROVED-WITHOUT-REGISTER	mc	2014	Newton decrement, Nesterov–Nemirovskii 1994	Proved — M §23.8.1; Newton 1669; Nesterov & Nemirovskii 1994.
259	C10-PROVED-WITHOUT-REGISTER	mc	2024	The value-one crossing — where the bracket's price V passes unity	Proved — M §23.15; Rydberg 1890.
260	C10-PROVED-WITHOUT-REGISTER	mc	2036	The ordered bracket	Proved — M §23.10.1; Newton 1687; Milne-Thomson 1933.
261	C10-PROVED-WITHOUT-REGISTER	mc	2046	The admissible order	Proved — M §23.10.4; Milne-Thomson 1933.
262	C10-PROVED-WITHOUT-REGISTER	mc	2056	The width-price front	Proved — M §21.5.2; Pareto 1896.
263	C10-PROVED-WITHOUT-REGISTER	mc	2066	The linear pole	Proved — M §18.5; classical; Taylor 1715; Milne-Thomson 1933.
264	C6-NUMBERS-NOT-IN-SOURCE	mc	2076	The rank-one factorisation	3 of 4: 1.8 211 218 | sources §24.2 R
265	C10-PROVED-WITHOUT-REGISTER	mc	2086	Self-concordance	Proved — M §23.8.2; Nesterov & Nemirovskii 1994.
266	C6-NUMBERS-NOT-IN-SOURCE	mc	2096	What silence implies	1 of 6: 831 | sources §23.3 §23.5 R831
267	C6-NUMBERS-NOT-IN-SOURCE	mc	2120	The axis test	2 of 2: 1127 1131 | sources § R1127
268	C6-NUMBERS-NOT-IN-SOURCE	mc	2132	The tower's two ends joined	4 of 6: 4, 6, 8, 334 | sources §12.11.0.11 §22 R334
269	C6-NUMBERS-NOT-IN-SOURCE	mc	2182	Corners and faces	4 of 8: 958 966 1122 1177 | sources § R1122 R1177
270	C6-NUMBERS-NOT-IN-SOURCE	mc	2194	The refuted conjecture	3 of 5: 353 366 1120 | sources § R1120
271	C6-NUMBERS-NOT-IN-SOURCE	mc	2206	The dead ends, defined	3 of 9: 0, 1, 6,7,8 | sources §10.2 §12.11.1.5 R
272	C6-NUMBERS-NOT-IN-SOURCE	mc	2216	Data-processing inequality + Pinsker	1 of 2: 2.8 | sources §12.11.0.7 R
273	C10-PROVED-WITHOUT-REGISTER	mc	2216	Data-processing inequality + Pinsker	Proved — M §12.11.0.7; Lauritzen 1996; Pearl 1988.
274	C6a-ENTRY-NO-SOURCE-POINTER	mc	2226	The girth is four	no § or Register pointer in entry
275	C10-PROVED-WITHOUT-REGISTER	mc	2226	The girth is four	Proved — T 4.3 (App. G); classical graph theory; Berge 1962.
276	C6a-ENTRY-NO-SOURCE-POINTER	mc	2236	Helly number	no § or Register pointer in entry
277	C6-NUMBERS-NOT-IN-SOURCE	mc	2246	The categorial jump	1 of 4: 59.5 | sources §12.11.1.3 R
278	C6-NUMBERS-NOT-IN-SOURCE	mc	2256	Closure as agreement	3 of 3: 479 513 1176 | sources § R1176
279	C6-NUMBERS-NOT-IN-SOURCE	mc	2268	The Markov property	1 of 2: 3, | sources §12.11.0.8 R
280	C6-NUMBERS-NOT-IN-SOURCE	mc	2288	The production rule	2 of 6: 1123 1143 | sources § R1122 R1123 R1143
281	C6a-ENTRY-NO-SOURCE-POINTER	mc	2300	The composition quiver	no § or Register pointer in entry
282	C6-NUMBERS-NOT-IN-SOURCE	mc	2310	The projection ladder	3 of 3: 1119 1122 7,6,5 | sources § R1119
283	C6-NUMBERS-NOT-IN-SOURCE	mc	2322	The three-coordinate rule	1 of 4: 1175 | sources § R1175
284	C6-NUMBERS-NOT-IN-SOURCE	mc	2334	The transit profile	5 of 8: 0.08 0.13 0.51 0.77 0.93 | sources §12.11 R
285	C6-NUMBERS-NOT-IN-SOURCE	mc	2344	Space is what an index holds, time is what it composes	5 of 9: 0, 491 0.0000 1,169, 1,410, | sources §12.11.1.3 R
286	C6a-ENTRY-NO-SOURCE-POINTER	mc	2354	The composable window	no § or Register pointer in entry
287	C6-NUMBERS-NOT-IN-SOURCE	mc	2364	The periodic table as a coordinate	1 of 6: 118, | sources §12.11.1.6 R
288	C6a-ENTRY-NO-SOURCE-POINTER	mc	2376	The presymplectic potential	no § or Register pointer in entry
289	C6-NUMBERS-NOT-IN-SOURCE	mc	2386	Half-sided modular inclusion on a non-expanding horizon	8 of 16: 2.6 4.8 1018 1022 1038 1042 1481 2601.07915 | sources §3.1 §7.3 §8 R1471 R1481 R1501 R1506 R1507
290	C11-R-FORM-INCOMPLETE	mc	2386	Half-sided modular inclusion on a non-expanding horizon	missing: grade, prior-art | first lines: **Δ_{M(u₁)}^{it} M(u₂) Δ_{M(u₁)}^{−it} ⊆ / *N a non-expanding horizon with no Killi / Conditional — proved on one existence hy
291	C6a-ENTRY-NO-SOURCE-POINTER	mc	2396	Borchers 1992 / Wiesbrock 1993	no § or Register pointer in entry
292	C11-R-FORM-INCOMPLETE	mc	2396	Borchers 1992 / Wiesbrock 1993	missing: grade | first lines: **half-sided modular inclusion is CHARAC / *common cyclic separating vector; extend / Cited — T E2, E3; Borchers 1992; Wiesbro
293	C6-NUMBERS-NOT-IN-SOURCE	mc	2406	The modular ledger	9 of 11: 107 114 143 315 332 1035 1483 1484 1019, | sources § R1019 R1020 R1022 R1035 R1483 R1484
294	C6a-ENTRY-NO-SOURCE-POINTER	mc	2418	Reeh–Schlieder	no § or Register pointer in entry
295	C11-R-FORM-INCOMPLETE	mc	2418	Reeh–Schlieder	missing: grade | first lines: **the vacuum is cyclic and separating fo / *Hadamard state; region with nonempty ca / Cited — T E0; Reeh & Schlieder 1961.
296	C6a-ENTRY-NO-SOURCE-POINTER	mc	2428	Semifinite carries a trace	no § or Register pointer in entry
297	C11-R-FORM-INCOMPLETE	mc	2428	Semifinite carries a trace	missing: grade | first lines: **a semifinite factor carries a trace, h / *von Neumann classification* / Cited — T E5; Murray & von Neumann 1936.
298	C6a-ENTRY-NO-SOURCE-POINTER	mc	2438	Sorce 2024	no § or Register pointer in entry
299	C11-R-FORM-INCOMPLETE	mc	2438	Sorce 2024	missing: grade | first lines: **any geometric modular flow must be gen / *general* / Cited — T 10.4 (App. G); Sorce 2024.
300	C6a-ENTRY-NO-SOURCE-POINTER	mc	2448	Takesaki duality 1973	no § or Register pointer in entry
301	C11-R-FORM-INCOMPLETE	mc	2448	Takesaki duality 1973	missing: grade | first lines: **N = M ⋊_{σ^φ} ℝ is type II_∞ with trac / *M type III, φ a faithful semifinite nor / Cited — T E4; Takesaki 1973.
302	C6a-ENTRY-NO-SOURCE-POINTER	mc	2458	Tomita–Takesaki	no § or Register pointer in entry
303	C11-R-FORM-INCOMPLETE	mc	2458	Tomita–Takesaki	missing: grade | first lines: **for (M,Ω) there exist Δ, J with Δ^{it} / *M a von Neumann algebra, Ω cyclic and s / Cited — T E1; Tomita 1967; Takesaki 1970
304	C6-NUMBERS-NOT-IN-SOURCE	mc	2470	The core at fifteen letters	7 of 7: 0, 3, 6.5 7.1 816 816, 18,072 | sources §6.5 R
305	C6-NUMBERS-NOT-IN-SOURCE	mc	2480	The core at nine letters	8 of 9: 0, 157 168 30, 5.1 5.3 1009 3,040 | sources §5.1 R1009
306	C6-NUMBERS-NOT-IN-SOURCE	mc	2492	The null surface is a face	1 of 3: 2, | sources §10.1 §10.4 R
307	C6a-ENTRY-NO-SOURCE-POINTER	mc	2502	The frontier metric — distance and status on the fifteen-letter alphabet	no § or Register pointer in entry
308	C11-R-FORM-INCOMPLETE	mc	2502	The frontier metric — distance and status on the fifteen-letter alphabet	missing: grade | first lines: **d(c) = X_exp + U_ghost + |NEC_pt−3| +  / *the fifteen-letter alphabet; d_P the L1 / Definitional — T D7, D8; classical; Hamm
309	C6a-ENTRY-NO-SOURCE-POINTER	mc	2514	Jurisdiction does not change the defect	no § or Register pointer in entry
310	C6-NUMBERS-NOT-IN-SOURCE	mc	2524	The one-hot partition	6 of 6: 0, 1, 713 723 10.5 1009 | sources § R1009
311	C6a-ENTRY-NO-SOURCE-POINTER	mc	2538	Brunetti–Fredenhagen–Verch 2003	no § or Register pointer in entry
312	C6a-ENTRY-NO-SOURCE-POINTER	mc	2548	The defect does not scale	no § or Register pointer in entry
313	C6-NUMBERS-NOT-IN-SOURCE	mc	2558	The core is minimal	2 of 4: 5.4 1009 | sources § R1009
314	C6-NUMBERS-NOT-IN-SOURCE	mc	2582	The complete rectangle	1 of 2: 624 | sources §12.11.8 R
315	C6-NUMBERS-NOT-IN-SOURCE	mc	2592	Electric/magnetic multipole selection rules	1 of 2: 135 | sources §12.11.8 R
316	C6-NUMBERS-NOT-IN-SOURCE	mc	2612	The parity hole	2 of 5: 624 135, | sources §12.11.8 R
317	C6-NUMBERS-NOT-IN-SOURCE	mc	2622	The electromagnetic quotient	2 of 4: 235 257, | sources §12.11.8 R
318	C6-NUMBERS-NOT-IN-SOURCE	mc	2641	The multipole is fixed by the orbital jump and the parity	3 of 8: 3, 135 814 | sources §12.11.8 §4.6 §7.4 R
319	C6-NUMBERS-NOT-IN-SOURCE	mc	2651	Intercombination lines: the index admits what LS coupling forbids	2 of 8: 3, 38, | sources §12.11.8 §7.4 R
320	C6-NUMBERS-NOT-IN-SOURCE	mc	2661	The four coupling schemes as physical recoupling chains	3 of 7: 3, 305, 438, | sources §12.11.8 §7.4 R
321	C6-NUMBERS-NOT-IN-SOURCE	mc	2674	The first factor	1 of 4: 1, | sources §12.7 R
322	C11-R-FORM-INCOMPLETE	mc	2694	The box generating function	missing: grade | first lines: **Box(a,b)(z) = ∏_i z^{a_i}(1−z^{b_i−a_i / *every fibre bottoms out in a product of / Definitional — M §12.7.2 / T C4eq; Euler
323	C6-NUMBERS-NOT-IN-SOURCE	mc	2704	The comparison audit	5 of 7: 102 135 194 1169 1172 | sources § R1169
324	C6-NUMBERS-NOT-IN-SOURCE	mc	2746	The fibre trade	2 of 3: 33,33,23,8 5,10,15,17 | sources §12.8.1 R
325	C10-PROVED-WITHOUT-REGISTER	mc	2770	The convexity criterion	Proved — M §17.3; Birkhoff 1937.
326	C10-PROVED-WITHOUT-REGISTER	mc	2780	The interval map	Proved — M §17.3; Birkhoff 1940.
327	C6-NUMBERS-NOT-IN-SOURCE	mc	2790	The shape of an interval	2 of 3: 173 184 | sources §9.2 R
328	C6-NUMBERS-NOT-IN-SOURCE	mc	2804	Constructed limit	3 of 6: 712 711, 0.8408 | sources § R711
329	C6-NUMBERS-NOT-IN-SOURCE	mc	2816	The same-element ladder	3 of 4: 220 719 963 | sources § R719 R963
330	C6-NUMBERS-NOT-IN-SOURCE	mc	2828	Self-determined limit	7 of 7: 699 812 813 684, 685, 686, 698, | sources § R684 R812
331	C6-NUMBERS-NOT-IN-SOURCE	mc	2840	Parent-term independence	5 of 5: 46, 743 947 709, 710, | sources § R709 R947
