id	category	label	quote	conversation	conversation_title	msg	identifiers	why	confidence
PO-0052	CORRECTION	F78.1: seed C's Z=89 failure is in the SCF loop, not the constructor	F78.1: s77 put seed C's Z=89 failure in the constructor; it is `hfc2.py:55`, inside the SCF loop — `{n}{l}` printed `50` where the constructor would have printed `5,0`. Bare Coulomb builds all 16 orbitals cleanly; the *first sweep* fails, at it=0, so no rung can reach it.	56d50e47-a86f-4adf-b35d-23f16e62c0bb	LCP75	1	F78.1; hfc2.py:55; seedtest77.py:42; seed C; Z=89	Corrects a misattributed failure site recorded in session 77 and gives the diagnostic tell (`50` vs `5,0`) that located it.	HIGH
PO-0053	CORRECTION	S5 inverted: the barrier parks high-l in the transition region	**S5 falsified and inverted, and the inversion is worth more than the clause.** I filed that penetrating channels would deviate most from the anchor. Measured 0.599 (ℓ≤1) against 0.835 (ℓ≥3) — the other way round. ... **The centrifugal barrier does not shield a high-ℓ channel from the core; it parks it in the transition region — the only region that does not cancel.**	eacbfe39-f620-4a65-b07a-3ad6c9bf90fe	LCP81	3	S5; semi84.py	Reverses the intuitive reading of the centrifugal barrier; it is the physical content that survives a falsified clause.	HIGH
PO-0054	CORRECTION	The S92 0.06 Ha residue was an object mismatch, not physics	"**Finding: the s92 0.06 Ha residue was an object mismatch, not physics.** [...] P = dZ' to <1% (s92 said 18–27%). [...] s92 §3 conclusion (""P not an eigenvalue quantity; L5 cannot close alone"") **withdrawn**."	1f907dfa-7b90-4e5d-9bb1-ead2eca48912	LCP90	3	F93.1; S92; P−dZ'	Withdraws a structural conclusion built on a comparison between two different objects; recorded as the twelfth instance of scoring the wrong population.	HIGH
PO-0055	CORRECTION	H3's law is Z-scaling, not relativity; relativity bounds the domain	**The law that makes the shell picture valid is not relativity.** It is the Z-scaling of the Coulomb Hamiltonian [...] **Relativity governs the condition's boundary, not its existence.** The rule is an ℓ-rule. ℓ is a non-relativistic label; the Dirac equation conserves j, not ℓ.	1f907dfa-7b90-4e5d-9bb1-ead2eca48912	LCP90	25	H3; H5; Lieb–Simon 1977; Fefferman–Seco; criterion 3	Names the law behind the chain's largest assumption and turns H5's hidden condition into a computable domain boundary near Z = 108–120.	HIGH
PO-0056	CORRECTION	F98.1 retraction: row-72 sign reversal was a composition error	**One correction you must see:** mid-session I reported a sign reversal at row 72 (−0.007). That reading was my fault — I substituted the two-state for the whole block instead of exclusion + two-state. Correctly composed, the sealed checkpoints give +0.0329 vs s97's +0.0381; WIDENS stands; the 5 mHa residual is declared.	9392e82b-1072-4c00-8034-6b552ded6df9	LCP95	5	F98.1; row 72; dcc(72); cc98.py	"An intermediate report that ""every row widens"" had failed is retracted here; without the retraction the wrong sign propagates into the T4 sentence."	HIGH
PO-0057	CORRECTION	Ba I precision margin overstated by 2-3 orders	"""Measured to 10⁻³ cm⁻¹"" is true of Karlsson and Litzén's low-lying levels. It is not true of the high-*n* members the method actually interpolates: Curry draws those from Armstrong *et al.*, stated typical uncertainty ~0.1 cm⁻¹... Recomputed, the *n* = 17–25 block has **min *r* = 152, not 10⁴–10⁶**."	d175ab4c-e19d-465e-acbc-447f0620a8cc	Lattice formalism for electronic occupancy sequencing	29	Ba I 6snf; Curry 2004; r = 152	The flagship application turns out to have the thinnest precision margin in the paper; a headline claim was wrong by orders of magnitude.	HIGH
PO-0058	CORRECTION	Part B claimed absence refuted; six species were in the bank	"**Part B (45 no-data rows) — the claimed absence is refuted, disclosed in the manifest:** all six species were in the bank all along. ... ""Captures post-date restore-point-2_13"" was a statement about their search, not the bank — R 1672's clause, recorded in the manifest rather than silently corrected."	75bae9bb-11d3-4772-a3a6-75d8d2110d39	Method Löwdin project data and code transfer	11	R 1672; restore-point-2_13; BiIII; CI; CdII; HgII; NI; ScIII	A recorded absence of data for 45 rows is false, and the correction was deliberately left in a manifest rather than in the register.	HIGH
PO-0059	CORRECTION	T-citation census overcounts on DEFAULT tail	"**One correction to my own numbers before you use them:** my census overcounts. `T §2.9` and some `T §8.2` hits are false positives — the pattern matches the tail of ""DEFAUL**T** §2.9"". The unambiguous set is the source-field family (`M §6.1 / T A4; Moore 1910`), which is real and clean. Re-run any count with a leading-boundary anchor."	75bae9bb-11d3-4772-a3a6-75d8d2110d39	Method Löwdin project data and code transfer	17	T §2.9; T §8.2	Any recount of T citations repeats the same false positives without the leading-boundary-anchor instruction.	HIGH
PO-0060	CORRECTION	Bracket cost V is set by nu, not by superposition	V is set by ν, the paper only ever measured it at ν ≈ 21, and 17–49 is the value of 4ν/3 over the range of ν it happened to sample. The correct statement: > **V = 4ν/3 + 4/(9ν) for any Rydberg channel. The bracket is cheapest at low effective quantum number — large quantum defect, low n — and that regime is reachable on single resolved channels.**	624f002f-b128-475f-979e-d65e85fc991d	Practical applications of the lattice framework	9	§10.7; Prop 14.1; Prop 14.3; Cs I; Deiglmayr arXiv:1601.08005	Refutes the paper's central practical claim with published Cs I data and replaces three empirical numbers with one closed form.	HIGH
PO-0061	CORRECTION	Degree-8 shape variety had wrong V-fourth coefficient	the version in the working material has **wrong coefficients**: its V⁴ term reads 6S₂² − 4S₄ + 8S₁₁, which equals 2p² + 16q; the true coefficient is 6p² − 8q. In elementary symmetric polynomials of the squares (p = Σuᵢ², q = Σuᵢ²uⱼ², r = u₁²u₂²u₃²) the correct variety is V₀⁸ − 4p V₀⁶ + (6p² − 8q) V₀⁴ − 4(p³ − 4pq + 16r) V₀² + (p² − 4q)² = 0.	b778e075-7807-4392-8a24-2dfc864468bc	Project scope review	9	register 784; Lagrange 1770	Every relation downstream of the wrong polynomial stays self-consistent; only this recomputation from a different origin exposes it.	HIGH
PO-0062	CORRECTION	Genesis is ~94 events, not 164; R 149–164 are Λ₈	The 16 entries R 149→164 that sit immediately below your entry 165... are **not** genesis entries of the (n,ℓ,k) elemental lattice. They belong to a **different object**: the eight-coordinate transition lattice Λ₈... If the finished book presents 1→164 as one continuous genesis, that conflates two lattices under one register run.	95d97395-a98c-4a1e-b757-13dc4f0a6037	Reading DIGEST.md first	11	R 149; R 164; R 165; Λ₈; Lach_Elemental_Lattice_2026.pdf	An object boundary the book's own register numbering hides; without it the genesis is presented as one continuous run over two different lattices.	HIGH
PO-0063	CORRECTION	Proposition 22.1 renamed 23.1 after a mis-sited audit note	"The V > 2 floor: V16 renamed it Proposition 22.1 on the audit's note ""line 6158, in Chapter 22"" — but Chapter 23 starts at 6139, so it is stated in §23.2. Renamed **Proposition 23.1** in all 11 occurrences, including three ""Prop. 14.1"" abbreviations the V16 pass had missed. FIGURE_MAP and register 1731 keep all three states (14.1/15.2 → 22.1 → 23.1)."	04a06ea9-2cb4-4cb1-a309-78d91951af60	Rebuild 3	5	V16; Proposition 22.1; Proposition 23.1; register 1731	Records a prior audit's error and the full rename chain, needed to resolve citations under any of the three names.	HIGH
PO-0064	CORRECTION	Section 27.6's four subjects renumbered to chapters 6, 10, 14, 23	"**2 — §27.6's four subjects.** Old numbering. §27.1–27.4 make the four things slack unites: the periodic table's defect E = 36 (Ch 6), the void (Ch 10), closure ℛ(X) = X (Ch 14), and the cost V with its floor and pole (Ch 23) — four chapters in three languages (6 and 14 are both order), which is why the sentence goes on to say ""in all three"". Now reads ""Chapters 6, 10, 14 and 23""."	04a06ea9-2cb4-4cb1-a309-78d91951af60	Rebuild 3	5	§27.6; E = 36; ℛ(X) = X	Records the reasoning that resolved an old-scheme reference, including why the count is four across three languages.	MEDIUM
PO-0065	CORRECTION	Chapter 28's Figure 15.3 is withdrawn, not renumbered	"The ""Figure 15.3"" there isn't 24.3 after all. Read in place, the sentence describes a plot that drew a ""floor V = 2"" line through matched-order data reaching 0.24 — the rigged comparison the chapter recounts discovering. That plot was withdrawn along with the comparison; no current figure draws it. ... Register 1752 records the correction to 1746."	853788dd-c3a5-47e3-bc8d-435f0dabf8ac	Rebuild 7	13	Figure 15.3; register 1746; register 1752; Chapter 28	Without it a future editor re-applies the superseded 15.3 to 24.3 renumbering that register 1746 wrongly proposed.	HIGH
PO-0066	CORRECTION	R 1848 is a line number, not a register entry	**There is no R 1848.** `![caption](file.png)` belongs to **R 642** — and it appears at **line 1848 of the generated `REGISTER.md`**. A grep line number was written down as an entry id. The claim it supports is correct; only the attribution is wrong. It has since propagated into the register twice, at **R 1710** and **R 1728**.	c25abe93-eb2e-4554-a979-7fc424f164a0	Register 1.1	5	R 1848; R 642; R 1710; R 1728; REGISTER.md	Future readers chasing R 1848 find nothing and cannot tell whether an entry was lost or an id was fabricated.	HIGH
PO-0067	CORRECTION	Index of Indices tower rows print the exact-triangle object	**A1.** The 22,275 / 64,290 rows are the **exact-triangle law build**: 2K stepping by 2 through |2J_c − 2f| ≤ 2K ≤ 2J_c + 2f with the *cell's own f*, then |2J − 2K| ≤ 1. Reproduced to the cell: 22,275 and 64,290 exactly, with the internal identity #{2K = 0} = 2,535 = |Λ₁₀| explaining 64,290 = 3·22,275 − 2,535.	673194db-2dc6-4a59-973d-996aab0d5a1e	Seed law review	9	22,275; 64,290; Index of Indices; MC line 1515; E = 35,570	Identifies a printed table's numbers as a different lawful object (E = 35,570, non-closing) rather than an error, and names the exact repair scope.	HIGH
PO-0068	CORRECTION	Axis-10 parity annotation is a label fault; 2,535 stands	**B1.** Confirmed: **2,535 is canonical** — the bare interval 2S′ ≤ v ≤ g, chaining exactly into 13,585 → 70,905 → 199,130. The parity build gives 1,841 and appears in no printed tower anywhere. The load-bearing figures are untouched.	673194db-2dc6-4a59-973d-996aab0d5a1e	Seed law review	9	§12.11.3.1; 2,535; 1,841; §12.11.1	Scopes the repair to striking one word rather than recomputing a load-bearing count that is in fact correct.	HIGH
PO-0069	CORRECTION	Three distinct exclusion mechanisms, not one object	axis 9's gap is dominated by parity (six of seven gap values parity-involved, two fold-involved); axis 11's splits 16 ceiling / 24 parity / 17 triangle-correlation. Three distinct mechanisms, separately countable: the **reflection** (conjugation — a symmetric bound), the **congruence** (fermion parity — a mod-2 condition), and the **triangle** (coupling additivity — a sum and a difference).	401405ab-807f-415a-8181-230c5df278d4	The Method 1	21	Chapter 12; reflection; congruence; triangle	Withdraws an asserted unification and gives Chapter 12's exclusion list its third forbidden form with counts.	HIGH
PO-0070	CORRECTION	Entry 208 resolves the 8-versus-112 self-duality count	**The 8-versus-112 — resolved, in the book's favour.** The 8 reproduces exactly under the book's own reflection, x ↦ max − x. The tower session's 112 came from x ↦ max + min − x, a different map that the floors n ≥ 1, k ≥ 1, e ≥ 1 separate from it. Both counts are right about their own reflection; the audit changed the definition and reported the difference as the book's defect. Entry 208.	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	37	entry 208; register 62; §3.3	Closes a long-parked Q item with the exact reason; unrecorded, the 8/112 discrepancy will be reopened as a defect again.	HIGH
PO-0071	CORRECTION	Entry 226 — E(X) = 0 is 2-decomposability in constraint satisfaction	**And U1 is located.** The property E(X) = 0 is called **2-decomposability** in constraint satisfaction — a set whose every two-dimensional projection lying in the corresponding projection of S implies membership. That is ℛ(X) = X verbatim, it's an actively studied tractable class characterised by closedness under min and max, and Kimura–Makino–Yamada–Yoshizumi published on exactly it in 2024.	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	68	entry 226; U1; §22.12; Kimura–Makino–Yamada–Yoshizumi 2024	Locates the book's central property in a named literature with a citation the References had been missing.	HIGH
